17-34, Private, Some-college, Machine-op-inspct, Amer-Indian-Eskimo, Male,20-39, <=50K
17-34, Private, HS-grad, Craft-repair, White, Male,40-59, <=50K
17-34, Private, HS-grad, Sales, White, Male,40-59, >50K
35-49, Private, HS-grad, Craft-repair, White, Male,60-79, <=50K
35-49, Private, Bachelors, Exec-managerial, White, Male,40-59, >50K
35-49, Private, Some-college, Craft-repair, White, Male,40-59, >50K
35-49, Private, Bachelors, Prof-specialty, White, Male,40-59, >50K
35-49, Private, Bachelors, Sales, White, Male,40-59, >50K
35-49, Private, Bachelors, Adm-clerical, White, Male,40-59, <=50K
35-49, Private, HS-grad, Farming-fishing, White, Male,40-59, <=50K
35-49, Self-emp-inc, HS-grad, Sales, White, Male,40-59, <=50K
17-34, Private, Masters, Sales, White, Male,60-79, >50K
17-34, Private, HS-grad, Sales, White, Male,40-59, <=50K
35-49, Private, 10th, Adm-clerical, White, Male,40-59, <=50K
50-65, Self-emp-not-inc, Bachelors, Craft-repair, White, Male,40-59, <=50K
50-65, Self-emp-not-inc, HS-grad, Farming-fishing, White, Male,60-79, >50K
17-34, Self-emp-inc, HS-grad, Other-service, White, Male,40-59, <=50K
50-65, Private, 11th, Transport-moving, White, Male,60-79, >50K
50-65, State-gov, HS-grad, Adm-clerical, White, Male,20-39, >50K
17-34, Private, HS-grad, Machine-op-inspct, White, Male,40-59, <=50K
17-34, Self-emp-not-inc, 7th-8th, Craft-repair, White, Male,40-59, <=50K
17-34, Self-emp-not-inc, HS-grad, Exec-managerial, White, Male,40-59, <=50K
35-49, Private, Some-college, Exec-managerial, White, Male,60-79, >50K
50-65, Self-emp-not-inc, Assoc-acdm, Machine-op-inspct, White, Male,40-59, >50K
50-65, Private, HS-grad, Handlers-cleaners, White, Male,40-59, >50K
50-65, Private, Assoc-acdm, Machine-op-inspct, White, Male,40-59, >50K
35-49, Self-emp-not-inc, HS-grad, Transport-moving, White, Male,40-59, <=50K
35-49, Private, Assoc-acdm, Prof-specialty, White, Male,40-59, >50K
17-34, Private, Bachelors, Sales, White, Male,40-59, <=50K
17-34, Private, Some-college, Craft-repair, White, Male,40-59, <=50K
50-65, Self-emp-inc, HS-grad, Sales, White, Male,40-59, <=50K
17-34, Self-emp-inc, HS-grad, Adm-clerical, White, Male,40-59, <=50K
35-49, Self-emp-not-inc, HS-grad, Craft-repair, White, Male,40-59, <=50K
50-65, Self-emp-not-inc, Masters, Prof-specialty, White, Male,40-59, >50K
35-49, Self-emp-not-inc, Bachelors, Farming-fishing, White, Male,80+, >50K
17-34, Private, HS-grad, Machine-op-inspct, White, Male,40-59, <=50K
35-49, Private, HS-grad, Craft-repair, White, Male,40-59, <=50K
65+, Private, Bachelors, Sales, White, Male,0-19, <=50K
17-34, Private, HS-grad, Craft-repair, White, Male,40-59, <=50K
50-65, Private, Some-college, Craft-repair, White, Male,40-59, <=50K
50-65, State-gov, Some-college, Protective-serv, White, Male,40-59, >50K
17-34, Private, HS-grad, Prof-specialty, White, Male,40-59, >50K
17-34, State-gov, HS-grad, Farming-fishing, White, Male,40-59, <=50K
35-49, Self-emp-not-inc, Some-college, Exec-managerial, White, Male,40-59, >50K
17-34, Private, Bachelors, Exec-managerial, White, Male,40-59, >50K
17-34, Private, Some-college, Exec-managerial, White, Male,40-59, >50K
17-34, Private, Assoc-acdm, Handlers-cleaners, White, Male,40-59, <=50K
17-34, Private, Some-college, Tech-support, White, Male,40-59, <=50K
17-34, Private, HS-grad, Transport-moving, White, Male,40-59, <=50K
17-34, Private, HS-grad, Adm-clerical, White, Male,40-59, >50K
17-34, Private, Some-college, Prof-specialty, White, Male,40-59, <=50K
50-65, Private, Some-college, Farming-fishing, White, Male,60-79, >50K
17-34, Private, Some-college, Prof-specialty, White, Male,20-39, >50K
50-65, Self-emp-not-inc, HS-grad, Exec-managerial, White, Male,40-59, <=50K
17-34, Local-gov, HS-grad, Craft-repair, White, Male,40-59, <=50K
17-34, Private, Some-college, Exec-managerial, White, Male,60-79, >50K
65+, Private, Bachelors, Protective-serv, White, Male,0-19, <=50K
50-65, Private, 10th, Craft-repair, White, Male,40-59, >50K
50-65, Private, HS-grad, Craft-repair, White, Male,40-59, <=50K
17-34, Private, Assoc-voc, Sales, White, Male,40-59, <=50K
35-49, Private, Some-college, Sales, White, Male,60-79, <=50K
50-65, Private, Some-college, Machine-op-inspct, White, Male,40-59, <=50K
50-65, Self-emp-not-inc, HS-grad, Sales, White, Male,60-79, <=50K
35-49, Private, Masters, Exec-managerial, White, Male,40-59, >50K
17-34, Private, HS-grad, Craft-repair, White, Male,40-59, >50K
50-65, Private, Assoc-voc, Tech-support, White, Male,40-59, >50K
50-65, Private, Masters, Prof-specialty, White, Male,40-59, >50K
50-65, Self-emp-inc, Prof-school, Prof-specialty, White, Male,80+, >50K
50-65, Self-emp-not-inc, HS-grad, Sales, White, Male,40-59, >50K
17-34, Private, Bachelors, Exec-managerial, White, Male,60-79, <=50K
65+, Self-emp-inc, Prof-school, Prof-specialty, White, Male,20-39, >50K
17-34, Private, Some-college, Exec-managerial, White, Male,60-79, >50K
35-49, Private, HS-grad, Craft-repair, White, Male,40-59, >50K
35-49, Private, 10th, Exec-managerial, White, Male,40-59, <=50K
35-49, Self-emp-not-inc, Some-college, Exec-managerial, White, Male,40-59, >50K
35-49, Private, 11th, Craft-repair, White, Male,40-59, <=50K
17-34, Private, Some-college, Handlers-cleaners, White, Male,40-59, <=50K
50-65, Private, Masters, Exec-managerial, White, Male,40-59, >50K
35-49, Local-gov, Bachelors, Protective-serv, White, Male,40-59, <=50K
17-34, Private, HS-grad, Machine-op-inspct, White, Male,40-59, <=50K
17-34, Private, Some-college, Transport-moving, White, Male,40-59, <=50K
50-65, Private, Some-college, Tech-support, White, Male,40-59, <=50K
50-65, Private, 9th, Machine-op-inspct, White, Male,40-59, <=50K
17-34, Private, Bachelors, Exec-managerial, White, Male,40-59, >50K
50-65, Private, Some-college, Exec-managerial, White, Male,60-79, >50K
17-34, State-gov, Masters, Exec-managerial, White, Male,40-59, >50K
17-34, Private, HS-grad, Machine-op-inspct, White, Male,40-59, <=50K
50-65, Private, HS-grad, Transport-moving, White, Male,80+, >50K
50-65, Private, 7th-8th, Craft-repair, White, Male,40-59, <=50K
50-65, Self-emp-not-inc, HS-grad, Transport-moving, White, Male,0-19, <=50K
50-65, Private, Assoc-acdm, Craft-repair, White, Male,20-39, >50K
50-65, Private, Some-college, Protective-serv, White, Male,40-59, <=50K
35-49, Private, HS-grad, Machine-op-inspct, White, Male,20-39, <=50K
50-65, State-gov, 9th, Farming-fishing, White, Male,40-59, <=50K
50-65, Local-gov, HS-grad, Transport-moving, White, Male,40-59, <=50K
50-65, Self-emp-inc, Prof-school, Prof-specialty, White, Male,60-79, >50K
50-65, Private, 7th-8th, Transport-moving, White, Male,40-59, <=50K
17-34, Private, Bachelors, Prof-specialty, White, Male,60-79, >50K
35-49, Private, Some-college, Exec-managerial, White, Male,40-59, >50K
35-49, Private, HS-grad, Craft-repair, White, Male,40-59, <=50K
35-49, Self-emp-inc, Prof-school, Prof-specialty, White, Male,40-59, >50K
17-34, Private, Some-college, Craft-repair, White, Male,40-59, >50K
17-34, Private, Bachelors, Prof-specialty, White, Male,40-59, >50K
17-34, Private, Bachelors, Prof-specialty, White, Male,40-59, >50K
17-34, State-gov, Masters, Prof-specialty, White, Male,40-59, <=50K
17-34, Private, HS-grad, Exec-managerial, White, Male,60-79, >50K
50-65, Private, Masters, Exec-managerial, White, Male,40-59, >50K
17-34, Private, Bachelors, Exec-managerial, White, Male,40-59, >50K
50-65, Private, HS-grad, Machine-op-inspct, White, Male,40-59, >50K
35-49, Local-gov, Some-college, Protective-serv, White, Male,40-59, <=50K
35-49, Private, Bachelors, Exec-managerial, White, Male,40-59, >50K
50-65, State-gov, 9th, Transport-moving, White, Male,40-59, <=50K
17-34, State-gov, Assoc-acdm, Craft-repair, White, Male,40-59, <=50K
35-49, Private, Some-college, Sales, White, Male,40-59, >50K
35-49, Private, HS-grad, Craft-repair, White, Male,40-59, <=50K
35-49, Private, Bachelors, Sales, White, Male,40-59, <=50K
17-34, Private, Some-college, Machine-op-inspct, White, Male,40-59, <=50K
17-34, Private, 7th-8th, Adm-clerical, White, Male,40-59, <=50K
17-34, Private, Bachelors, Prof-specialty, White, Male,40-59, >50K
17-34, Private, Some-college, Sales, White, Male,40-59, <=50K
50-65, Private, Some-college, Tech-support, White, Male,60-79, >50K
17-34, Local-gov, 10th, Other-service, White, Male,40-59, <=50K
50-65, Federal-gov, HS-grad, Adm-clerical, White, Male,40-59, >50K
50-65, Private, Assoc-acdm, Exec-managerial, White, Male,40-59, <=50K
50-65, State-gov, Bachelors, Adm-clerical, White, Male,20-39, <=50K
50-65, Private, Some-college, Craft-repair, White, Male,20-39, <=50K
50-65, Self-emp-not-inc, 10th, Machine-op-inspct, White, Male,40-59, <=50K
50-65, Private, Some-college, Transport-moving, White, Male,40-59, >50K
50-65, Private, Masters, Sales, White, Male,40-59, >50K
35-49, Private, HS-grad, Transport-moving, White, Male,40-59, >50K
35-49, Private, HS-grad, Transport-moving, White, Male,80+, >50K
35-49, Self-emp-not-inc, HS-grad, Craft-repair, White, Male,40-59, >50K
17-34, Private, Some-college, Exec-managerial, White, Male,60-79, <=50K
50-65, Local-gov, Masters, Prof-specialty, White, Male,40-59, >50K
50-65, Private, Some-college, Protective-serv, White, Male,40-59, >50K
50-65, Private, Bachelors, Exec-managerial, White, Male,40-59, >50K
50-65, Private, HS-grad, Craft-repair, White, Male,20-39, <=50K
50-65, Private, Bachelors, Exec-managerial, White, Male,40-59, >50K
50-65, Self-emp-not-inc, Assoc-voc, Tech-support, White, Male,20-39, >50K
50-65, Private, HS-grad, Craft-repair, White, Male,40-59, <=50K
17-34, Local-gov, Bachelors, Protective-serv, White, Male,40-59, >50K
35-49, Private, 1st-4th, Other-service, White, Male,40-59, <=50K
35-49, Private, Bachelors, Exec-managerial, White, Male,40-59, >50K
35-49, Self-emp-not-inc, Doctorate, Craft-repair, White, Male,40-59, <=50K
35-49, Self-emp-not-inc, HS-grad, Farming-fishing, White, Male,40-59, >50K
17-34, Private, HS-grad, Transport-moving, White, Male,40-59, <=50K
17-34, Private, 11th, Craft-repair, White, Male,40-59, <=50K
17-34, Self-emp-not-inc, Assoc-voc, Farming-fishing, White, Male,40-59, <=50K
17-34, Private, HS-grad, Craft-repair, White, Male,40-59, <=50K
50-65, Private, HS-grad, Sales, White, Male,40-59, <=50K
50-65, Self-emp-not-inc, HS-grad, Farming-fishing, White, Male,20-39, <=50K
35-49, Private, HS-grad, Craft-repair, White, Male,40-59, <=50K
35-49, Private, HS-grad, Craft-repair, White, Male,40-59, <=50K
35-49, Private, HS-grad, Craft-repair, White, Male,40-59, <=50K
35-49, Private, Some-college, Exec-managerial, White, Male,40-59, >50K
50-65, Private, HS-grad, Adm-clerical, White, Male,40-59, <=50K
50-65, Self-emp-inc, HS-grad, Farming-fishing, White, Male,20-39, <=50K
50-65, Self-emp-inc, Masters, Prof-specialty, White, Male,40-59, >50K
50-65, Private, Prof-school, Prof-specialty, White, Male,20-39, >50K
50-65, Self-emp-inc, Some-college, Sales, White, Male,60-79, >50K
50-65, Federal-gov, Some-college, Exec-managerial, White, Male,40-59, >50K
65+, State-gov, Some-college, Farming-fishing, White, Male,0-19, <=50K
35-49, Private, Assoc-voc, Adm-clerical, White, Male,40-59, <=50K
35-49, Self-emp-not-inc, 10th, Craft-repair, White, Male,60-79, <=50K
35-49, Local-gov, Masters, Exec-managerial, White, Male,40-59, >50K
35-49, Private, HS-grad, Craft-repair, White, Male,40-59, <=50K
35-49, Private, Assoc-voc, Sales, White, Male,40-59, >50K
17-34, Self-emp-inc, HS-grad, Exec-managerial, White, Male,60-79, <=50K
50-65, Private, HS-grad, Sales, White, Male,60-79, <=50K
50-65, Private, Bachelors, Adm-clerical, White, Male,40-59, >50K
35-49, Private, Masters, Exec-managerial, White, Male,40-59, >50K
35-49, State-gov, Masters, Prof-specialty, White, Male,40-59, >50K
35-49, State-gov, Bachelors, Prof-specialty, White, Male,40-59, >50K
35-49, Private, Bachelors, Sales, White, Male,40-59, >50K
17-34, Private, HS-grad, Machine-op-inspct, White, Male,40-59, >50K
35-49, Local-gov, Bachelors, Exec-managerial, White, Male,40-59, >50K
50-65, Private, HS-grad, Machine-op-inspct, White, Male,40-59, <=50K
35-49, Local-gov, Bachelors, Craft-repair, White, Male,40-59, <=50K
35-49, Private, HS-grad, Craft-repair, White, Male,60-79, >50K
50-65, Local-gov, HS-grad, Farming-fishing, White, Male,40-59, <=50K
17-34, Private, Some-college, Exec-managerial, White, Male,40-59, <=50K
50-65, Private, HS-grad, Prof-specialty, White, Male,40-59, <=50K
50-65, Private, Bachelors, Craft-repair, White, Male,60-79, >50K
17-34, Private, Some-college, Craft-repair, White, Male,40-59, >50K
17-34, Private, Bachelors, Farming-fishing, White, Male,60-79, <=50K
50-65, Private, Doctorate, Exec-managerial, White, Male,80+, >50K
50-65, Private, 10th, Craft-repair, White, Male,40-59, >50K
50-65, Federal-gov, HS-grad, Adm-clerical, White, Male,40-59, <=50K
50-65, Private, HS-grad, Adm-clerical, White, Male,40-59, <=50K
50-65, Private, 12th, Craft-repair, White, Male,40-59, <=50K
50-65, Private, Doctorate, Prof-specialty, White, Male,60-79, >50K
35-49, Private, HS-grad, Machine-op-inspct, White, Male,60-79, <=50K
17-34, Private, Bachelors, Prof-specialty, White, Male,40-59, <=50K
17-34, Private, HS-grad, Craft-repair, White, Male,40-59, >50K
17-34, Private, 10th, Craft-repair, White, Male,40-59, <=50K
35-49, Local-gov, HS-grad, Craft-repair, White, Male,40-59, <=50K
35-49, Private, Assoc-voc, Exec-managerial, White, Male,40-59, >50K
35-49, Private, Bachelors, Sales, White, Male,60-79, >50K
17-34, Private, 11th, Craft-repair, White, Male,40-59, >50K
17-34, Self-emp-not-inc, HS-grad, Exec-managerial, White, Male,40-59, <=50K
17-34, Self-emp-not-inc, 10th, Craft-repair, White, Male,20-39, >50K
35-49, Federal-gov, HS-grad, Craft-repair, White, Male,40-59, <=50K
35-49, Local-gov, Bachelors, Adm-clerical, White, Male,40-59, >50K
35-49, Private, Some-college, Sales, White, Male,40-59, <=50K
35-49, State-gov, Doctorate, Prof-specialty, White, Male,40-59, <=50K
35-49, Private, Some-college, Sales, White, Male,40-59, <=50K
35-49, Private, Assoc-acdm, Adm-clerical, White, Male,40-59, <=50K
50-65, Private, HS-grad, Transport-moving, White, Male,40-59, >50K
50-65, Private, Masters, Sales, White, Male,40-59, <=50K
17-34, Private, HS-grad, Craft-repair, White, Male,40-59, <=50K
17-34, Private, Assoc-voc, Handlers-cleaners, White, Male,80+, <=50K
17-34, Self-emp-inc, HS-grad, Exec-managerial, White, Male,40-59, <=50K
17-34, Private, Some-college, Sales, White, Male,40-59, >50K
65+, Local-gov, 5th-6th, Protective-serv, White, Male,20-39, <=50K
17-34, Private, Bachelors, Tech-support, White, Male,40-59, >50K
17-34, Private, Some-college, Adm-clerical, White, Male,40-59, >50K
35-49, Private, HS-grad, Machine-op-inspct, White, Male,40-59, <=50K
35-49, Private, Some-college, Craft-repair, White, Male,40-59, >50K
35-49, Private, Some-college, Tech-support, White, Male,40-59, <=50K
35-49, Private, Some-college, Craft-repair, White, Male,40-59, >50K
35-49, Private, Assoc-acdm, Prof-specialty, White, Male,40-59, <=50K
17-34, Self-emp-inc, HS-grad, Farming-fishing, White, Male,40-59, >50K
17-34, Private, Assoc-acdm, Prof-specialty, White, Male,40-59, <=50K
17-34, Private, HS-grad, Other-service, White, Male,40-59, <=50K
17-34, Private, HS-grad, Machine-op-inspct, White, Male,40-59, <=50K
35-49, Local-gov, HS-grad, Protective-serv, White, Male,40-59, >50K
50-65, Self-emp-inc, Assoc-acdm, Sales, White, Male,40-59, >50K
50-65, Private, HS-grad, Exec-managerial, White, Male,40-59, >50K
35-49, Private, Bachelors, Sales, White, Male,40-59, >50K
50-65, Private, HS-grad, Craft-repair, White, Male,40-59, <=50K
17-34, Private, HS-grad, Handlers-cleaners, White, Male,40-59, >50K
17-34, Private, Some-college, Transport-moving, White, Male,40-59, <=50K
50-65, Local-gov, Masters, Exec-managerial, White, Male,40-59, >50K
50-65, Private, Bachelors, Exec-managerial, White, Male,40-59, >50K
50-65, Self-emp-inc, Bachelors, Exec-managerial, White, Male,60-79, >50K
17-34, Private, 11th, Machine-op-inspct, White, Male,40-59, <=50K
65+, Private, 10th, Sales, White, Male,0-19, <=50K
17-34, Private, Assoc-voc, Farming-fishing, White, Male,40-59, <=50K
17-34, Private, Some-college, Sales, White, Male,40-59, <=50K
35-49, Private, HS-grad, Machine-op-inspct, White, Male,40-59, >50K
50-65, Private, Assoc-voc, Craft-repair, White, Male,40-59, <=50K
50-65, Federal-gov, HS-grad, Prof-specialty, White, Male,0-19, <=50K
50-65, Private, HS-grad, Craft-repair, White, Male,40-59, <=50K
17-34, State-gov, Some-college, Other-service, White, Male,20-39, <=50K
35-49, Private, Bachelors, Sales, White, Male,60-79, <=50K
35-49, Private, Bachelors, Sales, White, Male,60-79, >50K
50-65, Self-emp-not-inc, 5th-6th, Exec-managerial, White, Male,60-79, >50K
35-49, Private, Bachelors, Exec-managerial, White, Male,40-59, >50K
17-34, Private, HS-grad, Craft-repair, White, Male,40-59, <=50K
35-49, Private, HS-grad, Craft-repair, White, Male,40-59, <=50K
35-49, Self-emp-inc, HS-grad, Craft-repair, White, Male,40-59, <=50K
35-49, Federal-gov, Bachelors, Prof-specialty, White, Male,40-59, >50K
35-49, Local-gov, Some-college, Transport-moving, White, Male,40-59, >50K
35-49, Local-gov, HS-grad, Protective-serv, White, Male,40-59, >50K
35-49, Private, Bachelors, Sales, White, Male,40-59, >50K
50-65, Private, HS-grad, Transport-moving, White, Male,60-79, >50K
50-65, Private, Masters, Exec-managerial, White, Male,40-59, >50K
50-65, Private, Bachelors, Prof-specialty, White, Male,20-39, >50K
50-65, Private, Prof-school, Prof-specialty, White, Male,60-79, <=50K
50-65, Self-emp-not-inc, HS-grad, Transport-moving, White, Male,20-39, <=50K
17-34, Self-emp-not-inc, Bachelors, Sales, White, Male,60-79, >50K
50-65, Private, Some-college, Handlers-cleaners, White, Male,40-59, <=50K
50-65, Private, Prof-school, Exec-managerial, White, Male,40-59, >50K
50-65, Self-emp-not-inc, Prof-school, Prof-specialty, White, Male,0-19, >50K
50-65, Private, 1st-4th, Transport-moving, White, Male,40-59, <=50K
50-65, Private, 7th-8th, Transport-moving, White, Male,40-59, <=50K
50-65, Private, Bachelors, Sales, White, Male,40-59, >50K
35-49, Private, HS-grad, Craft-repair, White, Male,40-59, <=50K
35-49, Private, HS-grad, Craft-repair, White, Male,40-59, <=50K
50-65, Self-emp-inc, HS-grad, Exec-managerial, White, Male,80+, >50K
35-49, Local-gov, Masters, Prof-specialty, White, Male,20-39, <=50K
